2,IRRITATION,,ALTERATION,10YDS / LEVEL,VSM,"A LEAF FR POISON IVY, SUMAC OR OAK",2,SPECIAL,1 TO 4 CREATURES IN A 15FT RADIUS,NEGATES
2,KNOCK / LOCK,Y,ALTERATION,60YDS,V,,1,SPECIAL,10SQFT / LEVEL,NONE
2,KNOW ALIGNMENT / UNDETECTABLE ALIGNMENT,Y,DIVINATION,10YDS,VS,,1RD,1RD / LEVEL,ONE OBJECT OR CREATURE / 2 RDS,NEGATES
2,LEOMUND'S TRAP,,ILLUSION,TOUCH,VSM,A PC OF IRON PYRITE & SPECIAL DUST (200GPS),3RDS,PERMANENT,OBJECT TOUCHED,NONE
2,LEVITATE,,ALTERATION,20YDS / LEVEL,VSM,A SM LEATHER LOOP OR A PC OF GOLDEN WIRE,2,1 TURN / LEVEL,1 CREATURE OR OBJECT,NEGATES
2,LOCATE OBJECT / OBSCURE OBJECT,Y,DIVINATION,0,VSM,A FORKED TWIG / A CHAMELEON SKIN,2,1RD / LEVEL,20YDS / LEVEL,NONE
2,MAGIC MOUTH,,ALTERATION,10YDS,VSM,A SM BIT OF HONEYCOMB,2,SPECIAL,1 OBJECT,NONE
2,MELF'S ACID ARROW,,CONJURER,180YDS,VSM,"A DART, POWDERED RHUBARB LEAF & AN ADDER'S STOMACH",2,SPECIAL,1 TARGET,SPECIAL
2,MIRROR IMAGE,,ILLUSION,0,VS,,2,3RDS / LEVEL,6FT RADIUS,NONE
2,MISDIRECTION,,ILLUSION,30YDS,VS,,2,8HRS,1 CREATURE OR OBJECT,NEGATES
2,PROTECTION FROM CANTRIPS,,ABJURATION,TOUCH,VS,,1RD,5HRS + 1HR / LEVEL,CREATURE OR OBJECT TOUCHED,NONE
2,PYROTECHNICS,,ALTERATION,120YDS,VSM,A FIRE SOURCE,2,SPECIAL,10 TO 100 TIMES THE FIRE SOURCE USED,NONE
2,RAY OF ENFEEBLEMENT,,ENCHANTMENT,10YDS + 5YDS / LEVEL,VS,,2,1RD / LEVEL,1 CREATURE,NEGATES
2,ROPE TRICK,,ALTERATION,TOUCH,VSM,A TWISTED LOOP OF PARCHMENT & SOME POWDERED CORN EXTRACT,2,2 TURNS / LEVEL,SPECIAL,NONE
2,SCARE,,ENCHANTMENT,30YDS + 10YDS / LEVEL,VSM,"A BONE FR AN UNDEAD SKELETON, ZOMBIE, GHOUL, GHAST OR MUMMY",2,1D4RDS + 1RD / LEVEL,15FT RADIUS,SPECIAL
2,SHATTER ,,ALTERATION,30YDS + 10YDS / LEVEL,VSM,A CHIP OF MICA,2,INSTANTANEOUS,3FT RADIUS,NEGATES
2,SPECTRAL HAND,,NECROMANCY,30YDS + 5YDS / LEVEL,VS,,2,2RDS / LEVEL,1 OPPONENT,NONE
2,STINKING CLOUD,,EVOCATION,30YDS,VSM,A ROTTEN EGG OR SEVERAL SKUNK CABBAGE LEAVES,2,1RD / LEVEL,20CUFT,SPECIAL
2,STRENGTH,,ALTERATION,TOUCH,VSM,A FEW HAIRS OR A PINCH OF DUNG FR  A PARTICULARLY STRONG ANIMAL,1 TURN,1HR / LEVEL,PERSON TOUCHED,NONE
2,SUMMON SWARM,,CONJURER,60YDS,VSM,A SQ OF RED CLOTH,2,SPECIAL,10CUFT  ,NEGATES
2,TASHA'S UNCONTROLLABLE HIDEOUS LAUGHTER,,ENCHANTMENT,60YDS,VSM,A SM FEATHER & MINUTE TARTS,2,1RD / LEVEL,1 OR MORE CREATURES IN 30CUFT,NEGATES
2,WEB,,EVOCATION,5YDS / LEVEL,VSM,A BIT OF SPIDER WEB,2,2 TURNS / LEVEL,SPECIAL,SPECIAL
2,WHISPERING WIND,,ALTERATION,1 MILE / LEVEL,VS,,1,SPECIAL,2FT RADIUS,NONE
2,WIZARD LOCK,,ALTERATION,TOUCH,VS,,2,PERMANENT,30SQFT / LEVEL,NONE
